name	len	score	pvalue
k141_22697 flag=1 multi=1.0000 len=1121	1121	0.0002813028113450855	0.5943802401994108
k141_45380 flag=1 multi=3.0000 len=1834	1834	0.47556307911872864	0.07555328952337789
k141_51048 flag=1 multi=2.6863 len=1142	1142	1.7625296095502563e-05	0.7549475035878843
k141_147447 flag=1 multi=1.0000 len=1028	1028	0.013031753711402416	0.3241370194123423
k141_73737 flag=1 multi=2.0000 len=1030	1030	5.2200539357727394e-05	0.6968237782309842
k141_11354 flag=1 multi=2.0000 len=1216	1216	0.11245446652173996	0.18249112470730416
k141_164462 flag=1 multi=2.0000 len=1114	1114	2.004506313824095e-06	0.8479492408792205
k141_39707 flag=1 multi=2.0000 len=1879	1879	0.019878171384334564	0.2949240879220485
k141_102092 flag=1 multi=2.0000 len=3530	3530	0.004949510097503662	0.39326988443235894
k141_113432 flag=1 multi=2.0000 len=2574	2574	0.008762079291045666	0.35317999848931186
k141_45385 flag=1 multi=2.0000 len=1837	1837	4.277606421965174e-06	0.818830727396329
k141_27 flag=1 multi=2.0000 len=1199	1199	0.07995898276567459	0.20356522395951357
k141_164467 flag=1 multi=3.0000 len=2724	2724	0.030052000656723976	0.2676561673842435
k141_158790 flag=1 multi=3.0000 len=3565	3565	0.00025997121701948345	0.599365510990256
k141_119100 flag=1 multi=3.0000 len=4080	4080	0.07679590582847595	0.2061900445652995
k141_136110 flag=1 multi=2.0000 len=1490	1490	1.1152948900416959e-05	0.7762670896593399
k141_96427 flag=1 multi=2.0000 len=1173	1173	0.013037620112299919	0.32411813581086185
k141_113434 flag=1 multi=2.0000 len=2377	2377	1.972650807147147e-06	0.8484402145177128
k141_62393 flag=1 multi=3.0000 len=1596	1596	2.429462711006636e-06	0.8405468690988745
k141_17034 flag=1 multi=2.0000 len=1182	1182	2.4884468075470068e-05	0.7376312410302893
k141_68069 flag=1 multi=3.0000 len=2035	2035	4.1633853697931045e-07	0.896933303119571
k141_5691 flag=1 multi=2.0000 len=1446	1446	9.411299117800809e-08	0.9310937381977491
k141_79409 flag=1 multi=2.0000 len=1101	1101	8.383150270674378e-05	0.6690460004532064
k141_28374 flag=1 multi=2.0000 len=1484	1484	0.006723880302160978	0.37170481154165724
k141_22698 flag=1 multi=2.0000 len=1118	1118	0.015885109081864357	0.3110506835863736
k141_153130 flag=1 multi=1.8354 len=1180	1180	7.306641055038199e-05	0.6768638114661228
k141_147453 flag=1 multi=3.0000 len=3379	3379	2.4774053031251242e-08	0.9540561975980059
k141_85078 flag=1 multi=3.0000 len=2396	2396	0.26144206523895264	0.12910718332200316
k141_153131 flag=1 multi=1.9391 len=1094	1094	0.0001924616954056546	0.6177392552307576
k141_107767 flag=1 multi=1.0000 len=1074	1074	0.02036123536527157	0.29343228340509103
k141_79410 flag=1 multi=3.0000 len=1841	1841	1.1342222933308221e-05	0.7752851423823551
k141_79407 flag=1 multi=3.0000 len=1462	1462	0.42360547184944153	0.09096230833144497
k141_90749 flag=1 multi=3.0000 len=1135	1135	0.00023360348131973296	0.605729284689176
k141_90748 flag=1 multi=5.0000 len=8100	8100	0.0110540222376585	0.33618475715688495
k141_158792 flag=1 multi=3.0000 len=1771	1771	2.962874987133546e-06	0.83320114812297
k141_164470 flag=1 multi=2.0000 len=1011	1011	0.6375256180763245	0.03835259460684342
k141_56732 flag=1 multi=2.0000 len=1143	1143	6.798307003919035e-05	0.6816224790392024
k141_34041 flag=1 multi=2.0000 len=1796	1796	0.000972396694123745	0.5108391872497923
k141_107771 flag=1 multi=2.0000 len=1195	1195	7.255808304762468e-05	0.6773170179016542
k141_175802 flag=1 multi=3.0000 len=1468	1468	8.961857922429317e-10	0.9848364680111791
k141_158791 flag=1 multi=4.0000 len=1341	1341	0.1299567073583603	0.17382355162776644
k141_170140 flag=1 multi=4.0000 len=4813	4813	0.2530611753463745	0.131448749905582
k141_5690 flag=1 multi=3.0000 len=1191	1191	0.007422815542668104	0.36490671500868643
k141_28370 flag=1 multi=2.0000 len=1308	1308	0.6879432201385498	0.034103784273736684
k141_62398 flag=1 multi=2.0000 len=1010	1010	4.327617716626264e-06	0.8184719389682
k141_11367 flag=1 multi=3.0000 len=1315	1315	0.43737509846687317	0.08692121761462346
k141_28371 flag=1 multi=3.0000 len=1005	1005	0.28515341877937317	0.12332880126897802
k141_153129 flag=0 multi=4.9413 len=1641	1641	0.01085672341287136	0.33758214366644007
k141_39712 flag=1 multi=3.0000 len=1410	1410	0.00038767195655964315	0.5734572097590452
k141_51065 flag=1 multi=3.0000 len=1193	1193	0.13833722472190857	0.1704056197598006
k141_85081 flag=1 multi=4.0000 len=4552	4552	0.14069536328315735	0.16898934964876502
k141_45386 flag=1 multi=2.0000 len=1003	1003	0.06078699603676796	0.22207115341037842
k141_56734 flag=1 multi=2.0000 len=1698	1698	1.7907494111568667e-05	0.7542676939345873
k141_119105 flag=1 multi=4.0000 len=1115	1115	0.0002261616027681157	0.6078064808520282
k141_45391 flag=1 multi=4.0000 len=2185	2185	2.0155278335209914e-08	0.9568132034141551
k141_136121 flag=1 multi=2.0000 len=1074	1074	0.03409026935696602	0.2598950071757686
k141_34045 flag=1 multi=5.0000 len=3465	3465	0.2162778526544571	0.14128710627690913
k141_56736 flag=1 multi=4.0000 len=1655	1655	0.15098026394844055	0.16419291487272453
k141_11372 flag=0 multi=2.0000 len=1424	1424	0.2339804470539093	0.1365284387038296
k141_68072 flag=1 multi=2.5176 len=1476	1476	0.00026470283046364784	0.598289145705869
k141_147460 flag=1 multi=2.0000 len=1154	1154	8.608009011368267e-06	0.7882770602009215
k141_51069 flag=1 multi=2.0000 len=1391	1391	0.00806831382215023	0.3590905657527004
k141_175813 flag=1 multi=3.0000 len=1712	1712	2.9341495064727496e-06	0.8334844021451772
k141_141798 flag=1 multi=3.0000 len=1937	1937	2.0188497273920802e-07	0.9149860261349044
k141_102099 flag=1 multi=3.0000 len=1967	1967	0.0016052937135100365	0.475677921293149
k141_158798 flag=1 multi=2.0000 len=1054	1054	5.6045457313302904e-05	0.6926127351008384
k141_11368 flag=1 multi=3.0000 len=1887	1887	0.05236205458641052	0.2312297001284085
k141_158794 flag=1 multi=1.0000 len=1022	1022	9.022743142850231e-06	0.7862187476395498
k141_130451 flag=1 multi=4.0000 len=5819	5819	0.037361834198236465	0.25398443991238007
k141_68073 flag=1 multi=3.0000 len=1978	1978	2.9848544727428816e-05	0.7277551174560012
k141_147455 flag=1 multi=3.0000 len=2894	2894	0.6793751120567322	0.03485912833295566
k141_36 flag=1 multi=2.0000 len=1047	1047	1.1898517726649516e-07	0.9265239066394743
k141_73743 flag=1 multi=2.0000 len=1618	1618	0.00040017548599280417	0.5712100611828688
k141_141800 flag=1 multi=2.0000 len=1011	1011	0.009018070995807648	0.3512916383412644
k141_124790 flag=1 multi=3.0000 len=1302	1302	0.018937481567263603	0.29849308860185814
k141_107777 flag=1 multi=2.0000 len=1602	1602	0.017307937145233154	0.3047246770904147
k141_56738 flag=1 multi=3.0000 len=1364	1364	0.9618023037910461	0.012085504947503588
k141_17042 flag=1 multi=2.0000 len=1172	1172	0.08133899420499802	0.20246997507364606
k141_90752 flag=1 multi=5.0000 len=3096	3096	0.01805741712450981	0.3016844172520583
k141_96435 flag=1 multi=4.7351 len=2285	2285	0.25305667519569397	0.131448749905582
k141_73740 flag=1 multi=3.9536 len=4860	4860	0.06391973793506622	0.2182000151068812
k141_5702 flag=1 multi=3.0000 len=1014	1014	1.5224453591144993e-06	0.8578064808520282
k141_130454 flag=1 multi=3.0000 len=2115	2115	1.8702037777984515e-05	0.7520583125613717
k141_119108 flag=1 multi=3.7372 len=3885	3885	0.009869880974292755	0.34502228264974694
k141_96437 flag=1 multi=2.0000 len=1229	1229	0.2843117415904999	0.12353652088526323
k141_175818 flag=1 multi=2.0000 len=1467	1467	0.015193409286439419	0.31371327139512045
k141_102100 flag=1 multi=3.0000 len=2926	2926	0.29657208919525146	0.12004305461137549
k141_141801 flag=1 multi=3.0000 len=1769	1769	0.00012955759302712977	0.6432510008308785
k141_113445 flag=1 multi=2.0000 len=1013	1013	0.009698646143078804	0.34649520356522395
k141_85090 flag=1 multi=3.0000 len=1518	1518	2.316643440281041e-05	0.7413701941234232
k141_147463 flag=1 multi=2.0000 len=2179	2179	0.002586415270343423	0.44117758138832236
k141_68078 flag=1 multi=2.0000 len=1350	1350	0.1702425628900528	0.1571304479190271
k141_11373 flag=1 multi=3.0000 len=1196	1196	0.0021984283812344074	0.4529987159150993
k141_5703 flag=1 multi=3.0000 len=1906	1906	0.012654909864068031	0.32596872875594834
k141_22707 flag=1 multi=9.6695 len=5830	5830	0.029341673478484154	0.26920462270564244
k141_39 flag=1 multi=2.0000 len=1364	1364	0.5203297138214111	0.05440365586524662
k141_45397 flag=1 multi=2.0000 len=2097	2097	8.465620339848101e-05	0.6683850744013898
k141_113439 flag=1 multi=1.0000 len=1031	1031	0.0002328148839296773	0.6058425862980588
k141_119110 flag=1 multi=3.0000 len=1594	1594	9.32129769353196e-05	0.6627011103557671
k141_136123 flag=1 multi=2.2497 len=3525	3525	0.03367941454052925	0.26066923483646803
k141_62406 flag=0 multi=3.0000 len=2023	2023	0.0012227097759023309	0.4945237555706624
k141_170148 flag=1 multi=3.0000 len=3408	3408	0.6621747612953186	0.03612432963214744
k141_107775 flag=1 multi=2.0000 len=1088	1088	2.2703231934428914e-06	0.8432661077120629
k141_51070 flag=1 multi=4.0000 len=2332	2332	0.00010910350829362869	0.6533348440214518
k141_40 flag=1 multi=3.0000 len=1694	1694	2.026517722697463e-05	0.7485081954830425
k141_45394 flag=1 multi=1.0000 len=1017	1017	7.449319809893495e-07	0.8800513633960269
k141_107778 flag=1 multi=3.0000 len=1054	1054	0.7770930528640747	0.027116851725961174
k141_42 flag=1 multi=2.0000 len=1049	1049	0.0002384904946666211	0.6045585013973865
k141_158799 flag=1 multi=4.0000 len=5025	5025	0.004440174903720617	0.4014464838734043
k141_96444 flag=1 multi=2.0000 len=1205	1205	0.0012230362044647336	0.4945237555706624
k141_62409 flag=1 multi=3.0000 len=1242	1242	0.08639629930257797	0.1985988367701488
k141_153150 flag=1 multi=2.0000 len=1168	1168	0.7419530153274536	0.02977943953470806
k141_44 flag=1 multi=2.0000 len=1336	1336	0.0003292182518634945	0.584674069038447
k141_51074 flag=1 multi=3.0000 len=1232	1232	0.005178353283554316	0.3904939950147292
k141_22708 flag=1 multi=3.0000 len=2596	2596	3.887510683853179e-05	0.7127615378805046
k141_73747 flag=1 multi=3.0000 len=3327	3327	0.07082267850637436	0.21176070700203942
k141_113452 flag=1 multi=3.0000 len=1479	1479	0.2446197271347046	0.1336581312787975
k141_62407 flag=1 multi=2.0000 len=1297	1297	5.868100672046239e-08	0.940365586524662
k141_5708 flag=1 multi=3.0000 len=1296	1296	3.0663213692605495e-06	0.831803761613415
k141_147464 flag=1 multi=3.0000 len=1690	1690	0.006725077051669359	0.37168592794017674
k141_51071 flag=1 multi=3.0000 len=1373	1373	0.09885900467634201	0.19027116851725961
k141_68079 flag=1 multi=3.0000 len=2890	2890	6.256874621612951e-05	0.6867588186418914
k141_175819 flag=1 multi=2.7288 len=2073	2073	0.11673685163259506	0.18037616134149104
k141_136126 flag=1 multi=3.0000 len=2886	2886	0.00602315180003643	0.379220484930886
k141_17043 flag=1 multi=3.0000 len=6930	6930	0.008565226569771767	0.3546529194047889
k141_107784 flag=1 multi=2.0000 len=1438	1438	0.002046629087999463	0.4577196162852179
k141_147466 flag=1 multi=2.0000 len=1717	1717	0.0006274444749578834	0.5409207644081879
k141_107781 flag=1 multi=2.0000 len=1016	1016	1.2231788559802226e-07	0.9259196313920991
k141_164485 flag=1 multi=3.0000 len=1543	1543	0.010334287770092487	0.3414532819699373
k141_51072 flag=1 multi=3.0000 len=1380	1380	0.6348453164100647	0.03865473223053101
k141_28389 flag=1 multi=3.0000 len=1135	1135	8.459834498353302e-05	0.6684606088073117
k141_90759 flag=1 multi=3.0000 len=1340	1340	6.467162165790796e-05	0.684870458493844
k141_39721 flag=1 multi=3.0000 len=3192	3192	0.0024864592123776674	0.44399123800891305
k141_22710 flag=1 multi=3.0000 len=1697	1697	0.5184007883071899	0.054951280308180375
k141_130464 flag=1 multi=3.0000 len=1232	1232	0.07644422352313995	0.2066432510008309
k141_130460 flag=1 multi=2.0000 len=1145	1145	0.001954954117536545	0.46100536294282046
k141_170149 flag=1 multi=3.7959 len=1508	1508	0.16840973496437073	0.15775360676788278
k141_34051 flag=1 multi=6.0000 len=4866	4866	0.00014126078167464584	0.6373970843719314
k141_39723 flag=1 multi=4.0000 len=3624	3624	0.04525812715291977	0.24106805649973562
k141_28390 flag=1 multi=3.0000 len=3317	3317	0.08014971017837524	0.20345192235063073
k141_170153 flag=1 multi=3.0000 len=2140	2140	0.027767697349190712	0.27298134300173726
k141_175825 flag=1 multi=4.0000 len=1190	1190	0.0012843897566199303	0.49120024171009896
k141_153152 flag=1 multi=3.0000 len=1723	1723	0.08854593336582184	0.19695596344134753
k141_73748 flag=1 multi=3.0000 len=2935	2935	0.08690799027681351	0.19825893194350028
k141_47 flag=1 multi=3.0000 len=1264	1264	0.00011209652438992634	0.6516164362867286
k141_5712 flag=1 multi=3.0000 len=2063	2063	0.0033921555150300264	0.4210665458116172
k141_96441 flag=1 multi=1.9468 len=1325	1325	0.35005372762680054	0.10767429564166478
k141_85095 flag=1 multi=2.0000 len=1882	1882	0.00011336985335219651	0.6509366266334315
k141_62411 flag=1 multi=2.0000 len=2568	2568	3.7987178984622005e-06	0.8234949769620062
k141_136128 flag=1 multi=2.0000 len=1419	1419	2.0765801309607923e-05	0.7472052269808898
k141_11375 flag=1 multi=3.0000 len=5079	5079	0.025007463991642	0.27985497394062997
k141_119116 flag=1 multi=3.0000 len=1409	1409	0.012882272712886333	0.3247979454641589
k141_107785 flag=1 multi=2.0000 len=2541	2541	0.020754551514983177	0.29194047888813357
k141_96447 flag=1 multi=3.0000 len=1041	1041	6.912378739798442e-05	0.6805272301533348
k141_90765 flag=1 multi=3.8513 len=1815	1815	0.00017552802455611527	0.6233476848704584
k141_130466 flag=1 multi=2.0000 len=1242	1242	0.9958817958831787	0.0058350328574665765
k141_11377 flag=1 multi=2.0000 len=1421	1421	0.0011619834695011377	0.49820605785935496
k141_124800 flag=1 multi=2.0000 len=2178	2178	0.06178169324994087	0.22088148651710854
k141_113458 flag=1 multi=1.9416 len=1356	1356	1.6132556766024209e-06	0.8555593322758517
k141_46 flag=1 multi=3.0000 len=1490	1490	4.712100781034678e-05	0.7024133242692047
k141_124795 flag=1 multi=2.0000 len=2033	2033	0.12401165813207626	0.17669385905279855
k141_48 flag=1 multi=3.0000 len=1132	1132	0.0003471669042482972	0.5811994863660397
k141_164483 flag=1 multi=3.0000 len=1869	1869	0.02821413241326809	0.2718105597099479
k141_39726 flag=1 multi=2.0000 len=1524	1524	0.08009086549282074	0.2034708059521112
k141_147472 flag=1 multi=2.0000 len=1150	1150	0.5056255459785461	0.058803535010197146
k141_130467 flag=1 multi=3.0000 len=1583	1583	0.15977329015731812	0.16088828461364152
k141_141818 flag=1 multi=2.0000 len=2151	2151	0.0028054220601916313	0.43539919933529725
k141_90766 flag=1 multi=3.0000 len=1007	1007	0.3963519334793091	0.09745826724072815
k141_136130 flag=1 multi=3.0000 len=1484	1484	2.3232735202327603e-07	0.9117569302817433
k141_124794 flag=1 multi=2.0000 len=1158	1158	1.3638143059324648e-07	0.9234836468011179
k141_158808 flag=1 multi=2.0000 len=1924	1924	1.8886366603965143e-07	0.9163834126444595
k141_45405 flag=1 multi=3.0000 len=1886	1886	7.849468966014683e-05	0.6729171387567037
k141_102113 flag=1 multi=2.0000 len=1180	1180	0.00021877123799640685	0.6098647934133998
k141_22716 flag=1 multi=1.9883 len=2026	2026	0.1534247249364853	0.16334315280610318
k141_50 flag=1 multi=2.0000 len=1961	1961	1.0637357263476588e-05	0.7785897726414381
k141_62414 flag=1 multi=4.0000 len=1597	1597	0.0009716310887597501	0.5108958380542337
k141_164492 flag=1 multi=5.0000 len=1952	1952	0.0005716418381780386	0.5472656545056274
k141_153154 flag=1 multi=2.0000 len=1271	1271	8.99280930752866e-05	0.6648160737215801
k141_39725 flag=1 multi=2.0000 len=1168	1168	0.10375579446554184	0.18758969710703224
k141_45407 flag=1 multi=3.0000 len=1809	1809	0.009460914880037308	0.34811919329254476
k141_170156 flag=1 multi=3.0000 len=1066	1066	9.309261076850817e-05	0.662738877558728
k141_79424 flag=1 multi=4.0000 len=8505	8505	0.4921267628669739	0.068113150540071
k141_28397 flag=1 multi=3.0000 len=1443	1443	0.2784062623977661	0.12516051061258404
k141_119125 flag=1 multi=2.0000 len=1338	1338	3.723512782016769e-05	0.7151975224714857
k141_22717 flag=1 multi=3.0000 len=1451	1451	0.025643080472946167	0.2780987990029458
k141_34062 flag=1 multi=4.0000 len=1228	1228	0.05841385945677757	0.2246770904146839
k141_11382 flag=1 multi=3.0000 len=1076	1076	0.0010082193184643984	0.5082710174484477
k141_107788 flag=1 multi=3.0000 len=1716	1716	0.006099130026996136	0.378502908074628
k141_170155 flag=1 multi=2.0000 len=1629	1629	0.00013001113256905228	0.6429110960042299
k141_153160 flag=1 multi=2.0000 len=1121	1121	3.1265085453924257e-07	0.9043923257043583
k141_170159 flag=1 multi=2.0000 len=1088	1088	6.9849529609200545e-06	0.7972278873026664
k141_96453 flag=1 multi=3.0000 len=1464	1464	0.012093925848603249	0.3291600574061485
k141_136135 flag=1 multi=2.0000 len=1112	1112	0.0007045281818136573	0.5328574665760254
k141_164493 flag=1 multi=3.0000 len=1229	1229	0.005162050481885672	0.39062618022509255
k141_141819 flag=1 multi=2.0000 len=1546	1546	0.015801478177309036	0.31139058841302214
k141_73755 flag=1 multi=2.0000 len=1559	1559	0.0005331307766027749	0.5520432056801873
k141_147476 flag=1 multi=1.9121 len=1245	1245	0.03068074956536293	0.2664287332880127
k141_158809 flag=1 multi=3.0000 len=1138	1138	0.25598543882369995	0.13086335825968728
k141_102115 flag=1 multi=3.0000 len=1464	1464	3.9226732042152435e-05	0.7122705642420122
k141_56741 flag=1 multi=4.0000 len=12469	12469	0.5693555474281311	0.04571719918422842
k141_119126 flag=1 multi=3.0000 len=1126	1126	0.12366200983524323	0.17692046227056424
k141_45408 flag=1 multi=3.0000 len=2556	2556	0.012452146038413048	0.3272150464536596
k141_85099 flag=1 multi=2.8795 len=2199	2199	0.012558897957205772	0.3266485384092454
k141_51075 flag=1 multi=3.0000 len=3979	3979	0.003370060119777918	0.4215952866530705
k141_124801 flag=1 multi=3.0000 len=2416	2416	0.07590355724096298	0.20717199184228416
k141_130468 flag=1 multi=2.0000 len=1324	1324	6.356987825029137e-09	0.9696351688193973
k141_85101 flag=1 multi=1.9873 len=1089	1089	0.00022597516363020986	0.60788201525795
k141_85105 flag=1 multi=4.0000 len=2107	2107	0.01423655729740858	0.3181320341415515
k141_11387 flag=1 multi=2.0000 len=1394	1394	0.025032352656126022	0.2797983231361885
k141_73760 flag=1 multi=3.0000 len=2099	2099	0.07996232807636261	0.20356522395951357
k141_68094 flag=1 multi=2.0000 len=1289	1289	0.12276006489992142	0.17735478510461516
k141_79425 flag=0 multi=3.9888 len=6023	6023	0.419045627117157	0.09205755721731249
