seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
k141_51386||full	1.000	0.887	1.000	dsDNAphage	1890	0	66.700	0.000
k141_74057||full	0.553	0.627	0.627	ssDNA	1769	0	25.000	0.000
k141_346||full	0.453	0.700	0.700	ssDNA	1344	0	50.000	0.000
k141_153457||full	0.940	0.093	0.940	dsDNAphage	3986	1	33.300	0.000
k141_45676||full	0.607	0.000	0.607	dsDNAphage	5735	1	33.300	16.700
k141_119402||full	0.853	0.940	0.940	ssDNA	2042	0	75.000	0.000
k141_147772||full	0.860	0.933	0.933	ssDNA	1061	0	66.700	0.000
k141_40017||full	0.720	0.993	0.993	ssDNA	1240	0	33.300	0.000
k141_45684||full	0.827	0.987	0.987	ssDNA	951	0	100.000	0.000
k141_159118||full	0.593	1.000	1.000	ssDNA	960	0	50.000	0.000
k141_5985||full	0.487	0.873	0.873	ssDNA	1812	0	50.000	0.000
k141_74076||full	0.980	0.940	0.980	dsDNAphage	1169	0	40.000	0.000
k141_22927||full	0.993	0.393	0.993	dsDNAphage	2374	2	66.700	0.000
k141_34399||full	0.613	0.607	0.613	dsDNAphage	1159	0	33.300	0.000
k141_113765||full	0.927	0.987	0.987	ssDNA	1286	0	33.300	0.000
k141_108121||full	0.513	0.933	0.933	ssDNA	1325	0	33.300	0.000
k141_45727||full	0.647	0.320	0.647	dsDNAphage	3793	0	50.000	0.000
k141_74116||full	0.660	0.953	0.953	ssDNA	1571	0	50.000	0.000
k141_136520||full	0.633	0.113	0.633	dsDNAphage	1378	0	33.300	0.000
k141_113796||full	0.993	0.987	0.993	dsDNAphage	2762	3	100.000	0.000
k141_74124||full	0.580	0.420	0.580	dsDNAphage	1215	0	66.700	0.000
k141_34451||full	0.840	0.247	0.840	dsDNAphage	1055	1	66.700	0.000
k141_68435||full	0.820	0.953	0.953	ssDNA	1502	0	66.700	0.000
k141_426||full	0.787	0.580	0.787	dsDNAphage	1572	0	25.000	0.000
k141_74131||full	0.633	0.173	0.633	dsDNAphage	1362	0	33.300	0.000
k141_102495||full	0.713	0.420	0.713	dsDNAphage	1201	0	100.000	0.000
k141_45775||full	0.547	0.087	0.547	dsDNAphage	1248	0	33.300	0.000
k141_57164||full	0.853	0.980	0.980	ssDNA	2266	0	66.700	0.000
k141_17446||full	0.293	0.780	0.780	ssDNA	1232	0	33.300	0.000
k141_176208||full	0.427	0.940	0.940	ssDNA	860	0	50.000	0.000
k141_170482||full	0.900	0.993	0.993	ssDNA	1581	0	100.000	0.000
k141_45809||full	0.807	0.140	0.807	dsDNAphage	1314	0	50.000	0.000
k141_11821||full	0.793	0.127	0.793	dsDNAphage	1427	0	33.300	0.000
k141_142239||full	0.967	0.853	0.967	dsDNAphage	2668	0	85.700	0.000
k141_130910||full	0.593	0.053	0.593	dsDNAphage	2246	0	25.000	0.000
k141_113868||full	0.640	0.607	0.640	dsDNAphage	789	0	33.300	0.000
k141_68513||full	0.667	0.007	0.667	dsDNAphage	5795	0	54.500	18.200
k141_159238||full	0.840	0.720	0.840	dsDNAphage	2498	0	100.000	0.000
k141_153628||full	0.500	0.140	0.500	dsDNAphage	1112	0	25.000	0.000
k141_113880||full	0.633	0.980	0.980	ssDNA	1132	0	33.300	0.000
k141_68522||full	0.873	0.580	0.873	dsDNAphage	1581	0	66.700	0.000
k141_62855||full	0.527	0.127	0.527	dsDNAphage	1542	0	25.000	0.000
k141_91198||full	0.880	0.560	0.880	dsDNAphage	1056	1	33.300	0.000
k141_519||full	0.460	0.727	0.727	ssDNA	1494	0	33.300	0.000
k141_51526||full	0.660	1.000	1.000	ssDNA	2511	0	25.000	0.000
k141_79867||full	0.700	0.647	0.700	dsDNAphage	1639	0	33.300	0.000
k141_11877||full	0.793	0.907	0.907	ssDNA	1107	0	33.300	0.000
k141_142284||full	0.907	0.407	0.907	dsDNAphage	2357	0	100.000	0.000
k141_17532||full	0.773	1.000	1.000	ssDNA	1015	0	50.000	0.000
k141_6149||full	0.947	0.993	0.993	ssDNA	1037	0	66.700	0.000
k141_45869||full	0.553	0.307	0.553	dsDNAphage	1012	0	50.000	0.000
k141_57238||full	0.760	0.653	0.760	dsDNAphage	1629	0	66.700	0.000
k141_130949||full	0.913	0.987	0.987	ssDNA	1637	0	66.700	0.000
k141_113899||full	0.993	0.967	0.993	dsDNAphage	1138	0	75.000	0.000
k141_28865||full	0.473	0.820	0.820	ssDNA	2068	0	25.000	0.000
k141_51563||full	0.607	0.520	0.607	dsDNAphage	1445	0	50.000	0.000
k141_23087||full	0.520	0.780	0.780	ssDNA	1531	0	33.300	0.000
k141_176269||full	0.793	0.927	0.927	ssDNA	1560	0	33.300	0.000
k141_45889||full	0.460	0.967	0.967	ssDNA	774	0	50.000	0.000
k141_549||full	0.713	0.160	0.713	dsDNAphage	1571	0	33.300	0.000
k141_40228||full	0.913	0.180	0.913	dsDNAphage	1168	0	33.300	0.000
k141_142313||full	0.573	0.473	0.573	dsDNAphage	1142	0	33.300	0.000
k141_68590||full	0.633	0.173	0.633	dsDNAphage	2095	0	60.000	20.000
k141_560||full	0.773	0.500	0.773	dsDNAphage	1858	0	20.000	0.000
k141_79921||full	0.500	0.100	0.500	dsDNAphage	1391	0	25.000	0.000
k141_170596||full	0.420	0.933	0.933	ssDNA	1006	0	50.000	0.000
k141_74284||full	0.853	0.967	0.967	ssDNA	647	0	50.000	0.000
k141_136685||full	0.427	0.847	0.847	ssDNA	1481	0	50.000	0.000
k141_85635||full	0.500	0.867	0.867	ssDNA	1347	0	50.000	0.000
k141_91278||full	0.427	0.880	0.880	ssDNA	1412	0	50.000	0.000
k141_96966||full	0.787	0.280	0.787	dsDNAphage	1537	0	33.300	0.000
k141_170628||full	0.867	0.973	0.973	ssDNA	1815	0	66.700	0.000
k141_40272||full	0.620	1.000	1.000	ssDNA	1385	0	33.300	0.000
k141_51634||full	0.620	0.967	0.967	ssDNA	822	0	33.300	0.000
k141_108330||full	0.560	0.687	0.687	ssDNA	1670	0	50.000	0.000
k141_119677||full	0.507	0.967	0.967	ssDNA	1351	0	50.000	0.000
k141_28956||full	0.500	0.107	0.500	dsDNAphage	2135	0	25.000	0.000
k141_113997||full	0.480	0.740	0.740	ssDNA	1386	0	33.300	0.000
k141_68642||full	0.373	0.880	0.880	ssDNA	1758	0	50.000	0.000
k141_148006||full	0.987	0.933	0.987	dsDNAphage	2282	2	60.000	0.000
k141_170668||full	0.860	0.973	0.973	ssDNA	1112	0	66.700	0.000
k141_62985||full	0.913	0.773	0.913	dsDNAphage	4109	1	50.000	0.000
k141_28983||full	0.667	0.167	0.667	dsDNAphage	1551	0	66.700	0.000
k141_125386||full	0.513	0.167	0.513	dsDNAphage	1260	0	75.000	25.000
k141_159398||full	0.707	0.820	0.820	ssDNA	1700	0	66.700	0.000
k141_119731||full	0.653	0.867	0.867	ssDNA	1071	0	66.700	0.000
k141_97027||full	0.767	0.113	0.767	dsDNAphage	1295	0	66.700	33.300
k141_125394||full	0.793	0.100	0.793	dsDNAphage	3551	0	57.100	14.300
k141_34666||full	0.633	0.987	0.987	ssDNA	1272	0	33.300	0.000
k141_165084||full	0.887	0.293	0.887	dsDNAphage	1179	0	33.300	0.000
k141_119750||full	0.887	0.120	0.887	dsDNAphage	1100	0	25.000	0.000
k141_40368||full	0.607	0.487	0.607	dsDNAphage	1693	0	50.000	0.000
k141_153808||full	0.640	0.040	0.640	dsDNAphage	1410	0	66.700	33.300
k141_170723||full	0.560	0.153	0.560	dsDNAphage	1721	0	33.300	0.000
k141_153833||full	0.893	0.647	0.893	dsDNAphage	2745	0	50.000	0.000
k141_40398||full	0.333	0.540	0.540	ssDNA	1764	0	50.000	0.000
k141_85764||full	0.727	0.820	0.820	ssDNA	1486	0	50.000	0.000
k141_63056||full	0.907	0.973	0.973	ssDNA	1441	0	66.700	0.000
k141_142470||full	0.973	0.853	0.973	dsDNAphage	1428	1	100.000	0.000
k141_153854||full	0.720	0.567	0.720	dsDNAphage	1033	0	33.300	0.000
k141_17755||full	0.927	0.987	0.987	ssDNA	1150	0	33.300	0.000
k141_51742||full	0.513	0.913	0.913	ssDNA	1005	0	33.300	0.000
k141_80125||full	0.753	0.967	0.967	ssDNA	1267	0	66.700	0.000
k141_131129||full	0.953	1.000	1.000	ssDNA	1121	0	66.700	0.000
k141_51746||full	0.480	0.993	0.993	ssDNA	1362	0	50.000	0.000
k141_68695||full	0.733	0.620	0.733	dsDNAphage	1807	0	100.000	0.000
k141_770||full	0.573	0.533	0.573	dsDNAphage	1147	0	33.300	0.000
k141_46086||full	0.973	1.000	1.000	ssDNA	1364	0	100.000	0.000
k141_159481||full	0.927	0.440	0.927	dsDNAphage	1324	2	100.000	0.000
k141_102834||full	0.580	0.867	0.867	ssDNA	1373	0	50.000	0.000
k141_17811||full	0.513	0.373	0.513	dsDNAphage	1013	0	50.000	0.000
k141_148181||full	0.673	1.000	1.000	ssDNA	1625	0	50.000	0.000
k141_12161||full	0.860	0.000	0.860	dsDNAphage	5011	1	33.300	16.700
k141_136910||full	0.947	1.000	1.000	ssDNA	1988	0	60.000	0.000
k141_159503||full	0.987	0.993	0.993	ssDNA	2370	0	66.700	0.000
k141_40504||full	0.800	0.673	0.800	dsDNAphage	1227	0	25.000	0.000
k141_108531||full	0.320	0.933	0.933	ssDNA	1806	0	50.000	0.000
k141_136912||full	0.907	0.387	0.907	dsDNAphage	2894	0	100.000	0.000
k141_142554||full	0.620	0.540	0.620	dsDNAphage	1775	0	66.700	0.000
k141_136930||full	0.513	1.000	1.000	ssDNA	1975	0	66.700	0.000
k141_34851||full	0.540	0.073	0.540	dsDNAphage	1520	0	66.700	33.300
k141_12206||full	0.840	0.507	0.840	dsDNAphage	1098	0	33.300	0.000
k141_91510||full	0.633	0.013	0.633	dsDNAphage	3870	2	40.000	20.000
k141_29218||full	0.940	0.307	0.940	dsDNAphage	1716	0	40.000	0.000
k141_57566||full	0.740	0.867	0.867	ssDNA	3339	0	50.000	0.000
k141_91518||full	0.847	0.453	0.847	dsDNAphage	1768	0	33.300	0.000
k141_51870||full	0.667	0.927	0.927	ssDNA	1450	0	33.300	0.000
k141_74529||full	0.707	1.000	1.000	ssDNA	1486	0	66.700	0.000
k141_142612||full	0.727	0.620	0.727	dsDNAphage	952	0	66.700	0.000
k141_114253||full	0.993	0.433	0.993	dsDNAphage	4264	0	11.800	0.000
k141_6505||full	0.913	0.987	0.987	ssDNA	1518	0	66.700	0.000
k141_68806||full	0.680	0.960	0.960	ssDNA	1026	0	50.000	0.000
k141_85933||full	0.627	0.787	0.787	ssDNA	1180	0	33.300	0.000
k141_148256||full	0.640	0.967	0.967	ssDNA	1984	0	66.700	0.000
k141_97249||full	0.500	0.960	0.960	ssDNA	928	0	50.000	0.000
k141_29243||full	0.213	0.767	0.767	ssDNA	2347	0	33.300	0.000
k141_102949||full	0.620	0.500	0.620	dsDNAphage	2230	0	25.000	0.000
k141_68832||full	0.700	0.453	0.700	dsDNAphage	1143	0	66.700	0.000
k141_176636||full	0.747	0.100	0.747	dsDNAphage	1034	0	66.700	33.300
k141_68842||full	0.653	0.147	0.653	dsDNAphage	1643	0	25.000	0.000
k141_922||full	0.993	0.360	0.993	dsDNAphage	1929	0	40.000	0.000
k141_119988||full	0.933	0.993	0.993	ssDNA	819	0	50.000	0.000
k141_6550||full	0.580	0.047	0.580	dsDNAphage	1749	0	25.000	0.000
k141_46216||full	0.727	0.767	0.767	ssDNA	1645	0	66.700	0.000
k141_148296||full	0.753	0.107	0.753	dsDNAphage	1324	0	33.300	0.000
k141_119999||full	0.827	0.280	0.827	dsDNAphage	1371	0	100.000	0.000
k141_102988||full	0.907	0.993	0.993	ssDNA	1014	0	50.000	0.000
k141_85987||full	0.487	0.840	0.840	ssDNA	1535	0	33.300	0.000
k141_114313||full	0.553	0.147	0.553	dsDNAphage	1519	0	33.300	0.000
k141_176679||full	0.847	0.840	0.847	dsDNAphage	1017	0	100.000	0.000
k141_40651||full	0.187	0.820	0.820	ssDNA	1413	0	33.300	0.000
k141_960||full	1.000	0.293	1.000	dsDNAphage	980	2	100.000	0.000
k141_34953||full	0.947	0.620	0.947	dsDNAphage	1372	1	33.300	0.000
k141_12303||full	0.587	0.727	0.727	ssDNA	1586	0	50.000	0.000
k141_154098||full	0.560	0.973	0.973	ssDNA	1111	0	33.300	0.000
k141_125699||full	0.947	0.207	0.947	dsDNAphage	1292	1	33.300	0.000
k141_142700||full	0.527	1.000	1.000	ssDNA	1525	0	33.300	0.000
k141_125701||full	0.807	0.980	0.980	ssDNA	1081	0	100.000	0.000
k141_131346||full	0.527	0.107	0.527	dsDNAphage	1580	0	50.000	0.000
k141_91638||full	0.953	0.533	0.953	dsDNAphage	1240	0	25.000	0.000
k141_103044||full	0.240	0.867	0.867	ssDNA	2393	0	25.000	0.000
k141_86047||full	0.340	0.927	0.927	ssDNA	1246	0	33.300	0.000
k141_46276||full	0.727	0.900	0.900	ssDNA	2335	0	40.000	0.000
k141_103058||full	0.740	0.100	0.740	dsDNAphage	1744	1	33.300	0.000
k141_137096||full	0.800	0.120	0.800	dsDNAphage	1831	0	50.000	0.000
k141_137105||full	1.000	1.000	1.000	dsDNAphage	1990	3	100.000	0.000
k141_148380||full	0.607	0.967	0.967	ssDNA	746	0	50.000	0.000
k141_108654||full	0.927	1.000	1.000	ssDNA	1040	0	100.000	0.000
k141_114393||full	0.893	0.473	0.893	dsDNAphage	1783	0	66.700	0.000
k141_40726||full	0.847	0.373	0.847	dsDNAphage	2912	0	71.400	0.000
k141_131396||full	0.567	0.087	0.567	dsDNAphage	1839	0	25.000	0.000
k141_148401||full	0.647	0.213	0.647	dsDNAphage	1710	0	60.000	0.000
k141_165433||full	0.913	0.780	0.913	dsDNAphage	1212	1	50.000	0.000
k141_35051||full	0.873	0.993	0.993	ssDNA	1157	0	100.000	0.000
k141_142757||full	0.720	0.787	0.787	ssDNA	1637	0	25.000	0.000
k141_171045||full	0.620	0.053	0.620	dsDNAphage	1040	0	66.700	33.300
k141_40757||full	0.687	0.973	0.973	ssDNA	1026	0	50.000	0.000
k141_103115||full	0.840	1.000	1.000	ssDNA	1115	0	33.300	0.000
k141_125781||full	0.707	0.960	0.960	ssDNA	1053	0	100.000	0.000
k141_86097||full	0.573	0.147	0.573	dsDNAphage	1452	0	33.300	0.000
k141_120127||full	0.980	0.647	0.980	dsDNAphage	4969	0	53.800	0.000
k141_108724||full	0.367	0.987	0.987	ssDNA	1181	0	50.000	0.000
k141_35093||full	0.800	0.833	0.833	ssDNA	2424	0	20.000	0.000
k141_74730||full	0.967	0.987	0.987	ssDNA	1809	0	50.000	0.000
k141_74732||full	0.927	0.067	0.927	dsDNAphage	2381	1	25.000	0.000
k141_131463||full	0.500	0.200	0.500	dsDNAphage	1885	0	33.300	0.000
k141_142811||full	0.953	0.060	0.953	dsDNAphage	1587	1	66.700	33.300
k141_142813||full	0.813	0.987	0.987	ssDNA	1394	0	66.700	0.000
k141_108744||full	0.793	0.960	0.960	ssDNA	906	0	50.000	0.000
k141_69039||full	0.593	0.813	0.813	ssDNA	1644	0	66.700	0.000
k141_176827||full	0.660	0.027	0.660	dsDNAphage	6625	2	42.900	57.100
k141_69051||full	0.927	0.767	0.927	dsDNAphage	1343	0	25.000	0.000
k141_57820||full	0.567	0.480	0.567	dsDNAphage	1864	0	50.000	0.000
k141_159833||full	0.627	0.987	0.987	ssDNA	2436	0	25.000	0.000
k141_114512||full	0.120	0.807	0.807	ssDNA	1029	0	50.000	0.000
k141_1165||full	0.567	0.060	0.567	dsDNAphage	2771	0	40.000	20.000
k141_46439||full	0.540	0.840	0.840	ssDNA	2137	0	25.000	0.000
k141_165556||full	0.973	0.987	0.987	ssDNA	1776	0	66.700	0.000
k141_125863||full	0.947	0.967	0.967	ssDNA	1580	0	66.700	0.000
k141_142854||full	0.887	1.000	1.000	ssDNA	909	0	50.000	0.000
k141_12461||full	0.580	0.113	0.580	dsDNAphage	1177	0	33.300	0.000
k141_35138||full	0.967	0.253	0.967	dsDNAphage	14163	4	47.600	0.000
k141_137260||full	0.660	0.260	0.660	dsDNAphage	1074	0	33.300	0.000
k141_125877||full	0.453	0.500	0.500	ssDNA	753	0	50.000	0.000
k141_80502||full	0.713	0.967	0.967	ssDNA	1800	0	50.000	0.000
k141_165582||full	0.633	0.087	0.633	dsDNAphage	1152	0	33.300	0.000
k141_52121||full	0.527	0.020	0.527	dsDNAphage	2763	0	40.000	20.000
k141_148553||full	0.467	0.947	0.947	ssDNA	1035	0	50.000	0.000
k141_23703||full	0.620	0.993	0.993	ssDNA	1114	0	100.000	0.000
k141_108804||full	0.827	0.707	0.827	dsDNAphage	2554	0	33.300	0.000
k141_1205||full	0.767	0.960	0.960	ssDNA	1491	0	33.300	0.000
k141_57874||full	0.960	0.407	0.960	dsDNAphage	1601	1	33.300	0.000
k141_97496||full	0.813	0.747	0.813	dsDNAphage	2027	0	100.000	0.000
k141_159888||full	0.880	0.313	0.880	dsDNAphage	2030	0	50.000	0.000
k141_40923||full	0.467	1.000	1.000	ssDNA	948	0	50.000	0.000
k141_1223||full	0.680	0.060	0.680	dsDNAphage	2268	1	33.300	0.000
k141_125910||full	0.780	0.093	0.780	dsDNAphage	1627	1	33.300	0.000
k141_91856||full	0.713	0.953	0.953	ssDNA	962	0	50.000	0.000
k141_80550||full	0.567	0.047	0.567	dsDNAphage	2171	0	40.000	20.000
k141_35204||full	0.620	0.960	0.960	ssDNA	933	0	50.000	0.000
k141_120269||full	0.580	0.947	0.947	ssDNA	1083	0	33.300	0.000
k141_46530||full	0.487	0.660	0.660	ssDNA	1107	0	50.000	0.000
k141_171242||full	0.687	0.987	0.987	ssDNA	1165	0	66.700	0.000
k141_120290||full	0.520	0.060	0.520	dsDNAphage	1644	0	66.700	33.300
k141_74896||full	0.580	0.113	0.580	dsDNAphage	1017	0	66.700	33.300
k141_142944||full	0.507	0.060	0.507	dsDNAphage	1343	0	33.300	0.000
k141_12553||full	0.547	0.953	0.953	ssDNA	1373	0	33.300	0.000
k141_131632||full	0.507	0.127	0.507	dsDNAphage	1506	0	33.300	0.000
k141_142961||full	0.520	0.127	0.520	dsDNAphage	1075	0	33.300	0.000
k141_35274||full	0.533	0.320	0.533	dsDNAphage	2252	0	66.700	0.000
k141_120342||full	0.727	0.020	0.727	dsDNAphage	4134	1	25.000	0.000
k141_35282||full	0.560	0.200	0.560	dsDNAphage	1294	0	33.300	0.000
k141_69211||full	0.693	0.847	0.847	ssDNA	2236	0	25.000	0.000
k141_41018||full	0.993	0.773	0.993	dsDNAphage	3031	1	50.000	0.000
k141_148703||full	0.653	0.867	0.867	ssDNA	850	0	50.000	0.000
k141_137417||full	0.507	0.713	0.713	ssDNA	1170	0	33.300	0.000
k141_69243||full	0.547	0.020	0.547	dsDNAphage	3541	0	20.000	0.000
k141_177056||full	0.633	0.960	0.960	ssDNA	1850	0	33.300	0.000
k141_143018||full	0.567	0.960	0.960	ssDNA	1179	0	100.000	0.000
k141_80671||full	0.493	0.527	0.527	ssDNA	1046	0	33.300	0.000
k141_165733||full	0.700	0.480	0.700	dsDNAphage	1576	0	66.700	0.000
k141_160004||full	0.560	0.987	0.987	ssDNA	1443	0	33.300	0.000
k141_126055||full	0.793	0.380	0.793	dsDNAphage	2291	0	50.000	0.000
k141_23880||full	0.933	0.033	0.933	dsDNAphage	3246	1	25.000	0.000
k141_1368||full	0.593	0.080	0.593	dsDNAphage	1610	0	33.300	0.000
k141_58030||full	0.913	0.993	0.993	ssDNA	2038	0	66.700	0.000
k141_41071||full	0.753	0.907	0.907	ssDNA	1486	0	33.300	0.000
k141_165752||full	0.780	0.980	0.980	ssDNA	1844	0	33.300	0.000
k141_74981||full	0.753	0.660	0.753	dsDNAphage	1575	0	50.000	0.000
k141_80692||full	0.973	0.993	0.993	ssDNA	1328	0	33.300	0.000
k141_177080||full	0.707	0.960	0.960	ssDNA	1428	0	33.300	0.000
k141_63627||full	0.740	0.227	0.740	dsDNAphage	1128	0	33.300	0.000
k141_103411||full	0.567	0.947	0.947	ssDNA	893	0	33.300	0.000
k141_177085||full	0.993	0.833	0.993	dsDNAphage	3203	0	66.700	0.000
k141_18411||full	0.673	0.987	0.987	ssDNA	1059	0	33.300	0.000
k141_12690||full	0.807	0.240	0.807	dsDNAphage	2489	0	33.300	0.000
k141_58050||full	0.547	0.300	0.547	dsDNAphage	1394	0	33.300	0.000
k141_154536||full	0.393	0.813	0.813	ssDNA	1824	0	50.000	0.000
k141_29751||full	0.880	0.833	0.880	dsDNAphage	2013	0	20.000	0.000
k141_18442||full	0.327	0.827	0.827	ssDNA	1017	0	50.000	0.000
k141_154543||full	0.807	0.813	0.813	ssDNA	1210	0	33.300	0.000
k141_12719||full	0.507	0.067	0.507	dsDNAphage	2828	0	33.300	16.700
k141_154549||full	0.513	0.080	0.513	dsDNAphage	1087	0	33.300	0.000
k141_86429||full	0.413	0.947	0.947	ssDNA	1000	0	33.300	0.000
k141_126119||full	0.613	0.567	0.613	dsDNAphage	3139	0	40.000	0.000
k141_80733||full	0.533	0.987	0.987	ssDNA	4217	0	100.000	0.000
k141_171380||full	0.420	0.593	0.593	ssDNA	2466	0	33.300	0.000
k141_137518||full	0.453	0.940	0.940	ssDNA	1353	0	50.000	0.000
k141_69297||full	0.887	1.000	1.000	ssDNA	3501	0	66.700	0.000
k141_1443||full	0.933	0.967	0.967	ssDNA	1895	0	75.000	0.000
k141_177165||full	0.847	0.627	0.847	dsDNAphage	3193	0	42.900	0.000
k141_92094||full	0.973	0.880	0.973	dsDNAphage	3081	2	77.800	0.000
k141_46759||full	0.713	0.387	0.713	dsDNAphage	848	0	50.000	0.000
k141_7062||full	0.367	0.673	0.673	ssDNA	1957	0	25.000	0.000
k141_154611||full	0.833	0.947	0.947	ssDNA	2259	0	66.700	0.000
k141_52376||full	0.813	0.827	0.827	ssDNA	2547	0	100.000	0.000
k141_58164||full	0.740	0.960	0.960	ssDNA	1312	0	50.000	0.000
k141_177217||full	0.880	0.247	0.880	dsDNAphage	1479	1	60.000	20.000
k141_160125||full	0.400	0.613	0.613	ssDNA	2750	0	50.000	0.000
