LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	ANI_CI95	COVERED_SIG_LEN	BEST_SIG_COV	DEPTH	REL_ABUNDANCE	PARENT_NAME	PARENT_TAXID	TOTAL_READ_LEN	READ_IDT	TOTAL_BP_MISMATCH	TOTAL_BP_INDEL	ANI_NAIVE	ANI_CI95_LH	SIG_COV	MAPPED_SIG_LEN	TOTAL_SIG_LEN	COVERED_SIG_DEPTH	COVERED_MAPPED_SIG_COV	ZSCORE	GENOMIC_CONTENT_EST	ABUNDANCE	REL_ABUNDANCE_DEPTH	REL_ABUNDANCE_GC	SIG_LEVEL	GENOME_COUNT	GENOME_SIZE	NOTE
class	Flavobacteriia	117743	6682	3088854	0.988957	1629209	0.293497	1.934529	0.037138	Bacteroidota	976	24836404	0.121980	59317	23966	0.989555	[0.985207-0.992708]	0.021037	1724144	77443481	1.895922	0.944938	1.551513	0.000000	1.934529	0.037138		species	41	0	
class	Chlorobiia	191410	2271	715956	0.987935	279305	0.292582	0.749989	0.014398	Chlorobiota	1090	8209699	0.086153	8665	5171	0.987897	[0.987187-0.988683]	0.292582	281297	954622	2.563348	0.992919	1.554943	0.000000	0.749989	0.014398		species	1	0	
class	Epsilonproteobacteria	3031852	1402	413171	0.988450	261626	0.145268	0.439905	0.008445	Campylobacterota	29547	4990903	0.081516	6334	4366	0.988656	[0.985984-0.990915]	0.019558	268504	13377081	1.579243	0.974384	2.425660	0.000000	0.439905	0.008445		species	14	0	
class	Sphingobacteriia	117747	1299	1329530	0.985635	198681	0.049952	0.396977	0.007621	Bacteroidota	976	5015039	0.261286	19169	11692	0.985783	[0.983118-0.988152]	0.016123	203517	12322482	6.691782	0.976238	4.361083	0.000000	0.396977	0.007621		species	6	0	
class	Desulfovibrionia	3031449	781	1159677	0.981583	44578	0.011215	0.343335	0.006591	Thermodesulfobacteriota	200940	2583175	0.442532	16540	9672	0.986844	[0.968556-0.99461]	0.001868	50253	23867017	26.014559	0.887071	9.389848	0.000000	0.343335	0.006591		species	9	0	
class	Coriobacteriia	84998	918	796643	0.986995	407782	0.147950	0.342234	0.006570	Actinomycetota	201174	3455045	0.227485	10673	6466	0.986962	[0.986067-0.987923]	0.038401	457627	10618955	1.953600	0.891079	2.399797	0.000000	0.342234	0.006570		species	6	0	
class	Anaerolineae	292625	592	831062	0.986620	657053	0.270363	0.341965	0.006565	Chloroflexota	200795	2145499	0.382147	11167	6666	0.986563	[0.986085-0.987154]	0.270363	756438	2430258	1.264833	0.868614	1.642779	0.000000	0.341965	0.006565		species	1	0	
class	Bacteroidia	200643	1345	828277	0.987638	416780	0.058735	0.312173	0.005993	Bacteroidota	976	5058373	0.160196	17946	8623	0.987797	[0.985304-0.989973]	0.006993	472503	59599148	1.987324	0.882068	4.003205	0.000000	0.312173	0.005993		species	20	0	
class	Planctomycetia	203683	1764	1239358	0.986546	766648	0.112712	0.201035	0.003859	Planctomycetota	203682	6216812	0.196336	18772	10345	0.986504	[0.985709-0.987382]	0.021804	837347	35160446	1.616593	0.915568	2.805741	0.000000	0.201035	0.003859		species	6	0	
class	Desulfuromonadia	3031651	692	394310	0.986667	287526	0.052126	0.145636	0.002796	Thermodesulfobacteriota	200940	2596353	0.148425	8947	3288	0.986845	[0.984113-0.989222]	0.007745	307289	37123781	1.371389	0.935686	4.264308	0.000000	0.145636	0.002796		species	13	0	
class	Deinococci	188787	780	329645	0.987091	168236	0.038872	0.140487	0.002697	Deinococcota	1297	2872450	0.113189	4514	2430	0.987835	[0.982579-0.991603]	0.018154	173522	9266996	1.959420	0.969537	4.972472	0.000000	0.140487	0.002697		species	4	0	
class	Cytophagia	768503	587	658083	0.986375	411242	0.089191	0.135901	0.002609	Bacteroidota	976	2210340	0.293681	8949	5346	0.986361	[0.985156-0.987594]	0.028943	488387	14208590	1.600233	0.842041	3.195610	0.000000	0.135901	0.002609		species	3	0	
class	Desulfobulbia	3031451	502	375172	0.987343	329076	0.106040	0.120893	0.002321	Thermodesulfobacteriota	200940	2067491	0.179164	4752	2855	0.987334	[0.986172-0.988515]	0.106040	358025	3103333	1.140077	0.919143	2.903523	0.000000	0.120893	0.002321		species	1	0	
class	Syntrophobacteria	3024408	335	305124	0.987419	289709	0.065506	0.093454	0.001794	Thermodesulfobacteriota	200940	1300931	0.231564	3875	2266	0.987508	[0.985461-0.989377]	0.039970	325713	7248073	1.053209	0.889461	3.777011	0.000000	0.093454	0.001794		species	2	0	
class	Negativicutes	909932	220	145280	0.974863	22021	0.030014	0.087831	0.001686	Bacillota	1239	733897	0.174929	16900	2025	0.990311	[0.951585-0.998141]	0.001181	23530	18644692	6.597339	0.935869	5.684888	0.000000	0.087831	0.001686		species	13	0	
class	Fusobacteriia	203490	115	22303	0.984213	20231	0.026113	0.062002	0.001190	Fusobacteriota	32066	441047	0.049108	644	160	0.992501	[0.970267-0.998159]	0.004153	21299	4871476	1.102417	0.949857	6.106973	0.000000	0.062002	0.001190		species	9	0	
class	Desulfobacteria	3024418	331	316726	0.985759	303150	0.048699	0.050880	0.000977	Thermodesulfobacteriota	200940	1209018	0.258253	4493	2661	0.985814	[0.983852-0.987666]	0.048699	344962	6225013	1.044783	0.878792	4.419777	0.000000	0.050880	0.000977		species	1	0	
class	Myxococcia	32015	259	51060	0.986804	45231	0.029762	0.037011	0.000711	Myxococcota	2818505	972481	0.050913	1548	497	0.989183	[0.979131-0.994476]	0.001747	46549	25888323	1.128872	0.971686	5.709638	0.000000	0.037011	0.000711		species	7	0	
class	Thermoleophilia	1497346	244	65142	0.987921	60927	0.024624	0.026327	0.000505	Actinomycetota	201174	876858	0.073482	709	426	0.989116	[0.982543-0.993299]	0.024624	62707	2474321	1.069181	0.971614	6.293746	0.000000	0.026327	0.000505		species	1	0	
class	Gemmatimonadetes	219685	128	87597	0.987441	85203	0.022589	0.023223	0.000446	Gemmatimonadota	142182	455511	0.190066	1020	609	0.988356	[0.982567-0.992315]	0.022589	93249	3771959	1.028098	0.913715	6.578013	0.000000	0.023223	0.000446		species	1	0	
class	Bdellovibrionia	3031418	37	55945	0.984224	54389	0.021849	0.022474	0.000431	Bdellovibrionota	3018035	118321	0.466071	799	525	0.985718	[0.977326-0.991123]	0.021849	66904	2489312	1.028609	0.812941	6.690939	0.000000	0.022474	0.000431		species	1	0	
class	Polyangiales - no_c_rank	Polyangiales - no_c_rank	324	184517	0.987757	177519	0.020755	0.021573	0.000414	Myxococcota	2818505	1125372	0.162027	2176	1329	0.988207	[0.984245-0.99127]	0.020755	188940	8552988	1.039421	0.939552	6.868820	0.000000	0.021573	0.000414		species	1	0	
class	Tissierellia	1737404	25	32544	0.979658	32544	0.015260	0.015260	0.000293	Bacillota	1239	108578	0.294719	544	315	0.983284	[0.967855-0.99146]	0.015260	41620	2132634	1.000000	0.781932	8.033106	0.000000	0.015260	0.000293		species	1	0	
class	Verrucomicrobiae	203494	72	57982	0.986649	57982	0.013232	0.013232	0.000254	Verrucomicrobiota	74201	266619	0.215086	636	389	0.989031	[0.978922-0.994377]	0.013232	73139	4381936	1.000000	0.792764	8.635628	0.000000	0.013232	0.000254		species	1	0	
class	Spirochaetia	203692	13	16074	0.969977	16074	0.006434	0.006434	0.000124	Spirochaetota	203691	42417	0.374166	203	110	0.987371	[0.942607-0.997347]	0.006434	19150	2498285	1.000000	0.839373	12.426744	0.000000	0.006434	0.000124		species	1	0	
class	Cyanophyceae	3028117	6	1426	0.765764	1426	0.003408	0.003555	0.000068	Cyanobacteriota	1117	18329	0.077309	9	3	0.993166	[0.531581-0.999947]	0.000741	1426	1924043	1.000000	1.000000	17.099579	0.000000	0.003555	0.000068		species	3	0	
class	Haliangiales - no_c_rank	Haliangiales - no_c_rank	50	20019	0.964221	20019	0.003481	0.003481	0.000067	Myxococcota	2818505	200028	0.099056	205	121	0.989760	[0.929844-0.998598]	0.003481	20560	5750922	1.000000	0.973687	16.919610	0.000000	0.003481	0.000067		species	1	0	
class	Chitinophagia	1853228	6	6473	0.857406	6473	0.001636	0.001636	0.000031	Bacteroidota	976	80997	0.078879	84	48	0.987023	[0.715242-0.99957]	0.001636	6473	3957605	1.000000	1.000000	24.706315	0.000000	0.001636	0.000031		species	1	0	
class	Rubrobacteria	84995	4	1379	0.537901	1379	0.000395	0.000672	0.000013	Actinomycetota	201174	13250	0.103472	8	6	0.998748	[0.075802-1.0]	0.000335	1379	4115935	1.000000	1.000000	50.279992	0.000000	0.000672	0.000013		species	2	0	
class	Syntrophia	3031648	1	624	0.516551	624	0.000214	0.000214	0.000004	Thermodesulfobacteriota	200940	3030	0.204290	5	1	0.991987	[0.033104-0.999998]	0.000214	624	2911942	1.000000	1.000000	68.305005	0.000000	0.000214	0.000004		species	1	0	
class	Opitutae	414999	1	637	0.511243	637	0.000140	0.000140	0.000003	Verrucomicrobiota	74201	3008	0.211104	2	2	0.996860	[0.022487-1.0]	0.000140	637	4562502	1.000000	1.000000	84.625549	0.000000	0.000140	0.000003		species	1	0	
order	Lactobacillales	186826	15282	9835721	0.986691	1337367	0.524479	7.350881	0.141118	Bacilli	91061	55165516	0.173496	264720	106221	0.986889	[0.984036-0.989345]	0.011705	1381561	114258496	7.354541	0.968012	0.952183	0.000000	7.350881	0.141118		species	85	0	
order	Burkholderiales	80840	24796	9131856	0.989794	2844517	0.190508	4.721112	0.090633	Betaproteobacteria	28216	89055956	0.099104	306074	97347	0.989945	[0.987767-0.991822]	0.015462	3063631	183971449	3.210336	0.928479	2.061339	0.000000	4.721112	0.090633		species	93	0	
order	Hyphomicrobiales	356	19102	8215891	0.989070	2610681	0.133058	4.282486	0.082212	Alphaproteobacteria	28211	71125042	0.113085	172728	78556	0.989134	[0.987461-0.99068]	0.019718	2743865	132402611	3.147030	0.951461	2.552552	0.000000	4.282486	0.082212		species	64	0	
order	Eubacteriales	186802	8066	8055270	0.987359	1931775	0.292070	3.052526	0.058600	Clostridia	186801	29226081	0.269511	178528	86601	0.987510	[0.985029-0.989688]	0.017106	2154596	112932153	4.169880	0.896583	1.556869	0.000000	3.052526	0.058600		species	40	0	
order	Neisseriales	206351	8779	4129753	0.987260	733173	0.233427	2.756667	0.052921	Betaproteobacteria	28216	32494307	0.124747	76199	34966	0.987227	[0.986362-0.988157]	0.020219	785677	36261119	5.632713	0.933174	1.812179	0.000000	2.756667	0.052921		species	19	0	
order	Micrococcales	85006	11155	3605633	0.989669	1389340	0.216790	2.680536	0.051459	Actinomycetes	1760	41273416	0.084486	118622	47582	0.990008	[0.986849-0.992489]	0.015367	1442165	90408058	2.595213	0.963371	1.900725	0.000000	2.680536	0.051459		species	62	0	
order	Rhodobacterales	204455	9967	5193208	0.989188	554254	0.065553	2.446900	0.046974	Alphaproteobacteria	28211	36480531	0.139500	104178	42121	0.989873	[0.985248-0.993128]	0.005390	577885	102836161	9.369726	0.959108	3.775558	0.000000	2.446900	0.046974		species	64	0	
order	Xanthomonadales	135614	4096	1652624	0.988305	695845	0.119934	2.290720	0.043976	Gammaproteobacteria	1236	15710000	0.103015	34262	15755	0.988369	[0.986607-0.990003]	0.013561	727605	51312323	2.374989	0.956350	2.708864	0.000000	2.290720	0.043976		species	44	0	
order	Moraxellales	2887326	6262	3133986	0.987517	164307	0.026218	2.074489	0.039825	Gammaproteobacteria	1236	22180631	0.133589	170887	31769	0.988266	[0.983075-0.991959]	0.003442	184914	47740873	19.073965	0.888559	6.094351	0.000000	2.074489	0.039825		species	30	0	
order	Enterobacterales	91347	5606	2063251	0.988701	870180	0.134488	2.033260	0.039033	Gammaproteobacteria	1236	21054126	0.096308	35569	16933	0.988708	[0.987495-0.989907]	0.010922	929388	79672971	2.371062	0.936294	2.536849	0.000000	2.033260	0.039033		species	78	0	
order	Flavobacteriales	200644	6682	3088854	0.988957	1629209	0.293497	1.934529	0.037138	Flavobacteriia	117743	24836404	0.121980	59317	23966	0.989555	[0.985207-0.992708]	0.021037	1724144	77443481	1.895922	0.944938	1.551513	0.000000	1.934529	0.037138		species	41	0	
order	Pseudomonadales	72274	5943	1461596	0.989049	571996	0.065699	1.419183	0.027245	Gammaproteobacteria	1236	21867059	0.064236	56947	16507	0.990152	[0.984134-0.993963]	0.005763	619086	99261772	2.555256	0.923936	3.771056	0.000000	1.419183	0.027245		species	92	0	
order	Sphingomonadales	204457	5565	2419199	0.987698	1376194	0.172355	1.290670	0.024777	Alphaproteobacteria	28211	21568607	0.110256	41130	18842	0.987767	[0.9859-0.989495]	0.024980	1462217	55092609	1.757891	0.941169	2.191339	0.000000	1.290670	0.024777		species	31	0	
order	Propionibacteriales	85009	5405	1725789	0.989041	1251852	0.147209	0.968258	0.018588	Actinomycetes	1760	20771521	0.082001	22505	12705	0.989125	[0.987293-0.990789]	0.025186	1306190	49703473	1.378589	0.958400	2.406878	0.000000	0.968258	0.018588		species	25	0	
order	Mycobacteriales	85007	5711	1681485	0.989266	848029	0.146538	0.880311	0.016900	Actinomycetes	1760	21378746	0.077265	29657	12517	0.989381	[0.987362-0.991169]	0.012501	873698	67834337	1.982815	0.970620	2.413328	0.000000	0.880311	0.016900		species	35	0	
order	Chlorobiales	191411	2271	715956	0.987935	279305	0.292582	0.749989	0.014398	Chlorobiia	191410	8209699	0.086153	8665	5171	0.987897	[0.987187-0.988683]	0.292582	281297	954622	2.563348	0.992919	1.554943	0.000000	0.749989	0.014398		species	1	0	
order	Bacillales	1385	1557	1299697	0.977832	167057	0.016977	0.724588	0.013910	Bacilli	91061	5589490	0.227267	29392	14647	0.980660	[0.966724-0.988939]	0.009303	178561	17956600	7.779961	0.935574	7.609466	0.000000	0.724588	0.013910		species	13	0	
order	Rhodocyclales	206389	3224	1152608	0.988021	573872	0.261552	0.713847	0.013704	Betaproteobacteria	28216	12253277	0.092587	18115	8577	0.987977	[0.987383-0.988658]	0.029531	584265	19433094	2.008476	0.982212	1.680277	0.000000	0.713847	0.013704		species	11	0	
order	Aeromonadales	135624	2071	1714226	0.986165	949638	0.353571	0.679127	0.013037	Gammaproteobacteria	1236	7664509	0.220510	24125	14070	0.986101	[0.985769-0.986561]	0.106191	987813	8942735	1.805136	0.961354	1.352140	0.000000	0.679127	0.013037		species	12	0	
order	Pasteurellales	135625	1710	942526	0.983183	172381	0.020158	0.628333	0.012062	Gammaproteobacteria	1236	6374313	0.144529	21253	8002	0.990001	[0.969574-0.996792]	0.002781	182487	61989298	5.467691	0.944621	6.971939	0.000000	0.628333	0.012062		species	47	0	
order	Rhodospirillales	204441	2034	1860953	0.987229	368459	0.043392	0.597006	0.011461	Alphaproteobacteria	28211	7328111	0.247032	50672	18688	0.988147	[0.982302-0.992156]	0.009760	384996	37753826	5.050638	0.957046	4.695267	0.000000	0.597006	0.011461		species	14	0	
order	Nitrosomonadales	32003	1939	1017629	0.987351	761870	0.164986	0.575581	0.011050	Betaproteobacteria	28216	7411069	0.135037	16858	8501	0.989714	[0.979882-0.99482]	0.020270	828764	37585554	1.335699	0.919285	2.249697	0.000000	0.575581	0.011050		species	19	0	
order	Bifidobacteriales	85004	725	193676	0.989260	106466	0.300710	0.572823	0.010997	Actinomycetes	1760	2755571	0.069179	3049	1617	0.989278	[0.98802-0.9905]	0.013309	111849	7999809	1.819135	0.951873	1.524945	0.000000	0.572823	0.010997		species	12	0	
order	Cellvibrionales	1706369	1833	1480580	0.869535	7896	0.002093	0.538064	0.010329	Gammaproteobacteria	1236	6168415	0.236961	18909	11375	0.987255	[0.739538-0.999532]	0.000844	8333	9356351	187.510132	0.947558	21.834699	0.000000	0.538064	0.010329		species	3	0	
order	Campylobacterales	213849	1402	413171	0.988450	261626	0.145268	0.439905	0.008445	Epsilonproteobacteria	3031852	4990903	0.081516	6334	4366	0.988656	[0.985984-0.990915]	0.019558	268504	13377081	1.579243	0.974384	2.425660	0.000000	0.439905	0.008445		species	14	0	
order	Sphingobacteriales	200666	1299	1329530	0.985635	198681	0.049952	0.396977	0.007621	Sphingobacteriia	117747	5015039	0.261286	19169	11692	0.985783	[0.983118-0.988152]	0.016123	203517	12322482	6.691782	0.976238	4.361083	0.000000	0.396977	0.007621		species	6	0	
order	Actinomycetales	2037	1211	593748	0.987700	349911	0.199406	0.365356	0.007014	Actinomycetes	1760	4648135	0.126131	7475	4504	0.987667	[0.986861-0.988539]	0.080754	357419	4333057	1.696854	0.978994	2.003718	0.000000	0.365356	0.007014		species	3	0	
order	Desulfovibrionales	213115	781	1159677	0.981583	44578	0.011215	0.343335	0.006591	Desulfovibrionia	3031449	2583175	0.442532	16540	9672	0.986844	[0.968556-0.99461]	0.001868	50253	23867017	26.014559	0.887071	9.389848	0.000000	0.343335	0.006591		species	9	0	
order	Anaerolineales	292629	592	831062	0.986620	657053	0.270363	0.341965	0.006565	Anaerolineae	292625	2145499	0.382147	11167	6666	0.986563	[0.986085-0.987154]	0.270363	756438	2430258	1.264833	0.868614	1.642779	0.000000	0.341965	0.006565		species	1	0	
order	Eggerthellales	1643822	911	793350	0.986995	404489	0.147950	0.339045	0.006509	Coriobacteriia	84998	3432650	0.228018	10645	6452	0.986962	[0.986067-0.987923]	0.042194	454333	9586517	1.961364	0.890292	2.399797	0.000000	0.339045	0.006509		species	5	0	
order	Vibrionales	135623	950	893893	0.985951	397409	0.143353	0.326571	0.006269	Gammaproteobacteria	1236	3514152	0.250767	12660	7468	0.985914	[0.984981-0.986921]	0.034564	409724	11497761	2.249302	0.969943	2.444543	0.000000	0.326571	0.006269		species	6	0	
order	Bacteroidales	171549	1320	808757	0.987638	402445	0.058735	0.307585	0.005905	Bacteroidia	200643	4966129	0.159286	17723	8495	0.987797	[0.985304-0.989973]	0.007272	457675	55344552	2.009609	0.879325	4.003205	0.000000	0.307585	0.005905		species	19	0	
order	Immundisolibacterales	1934945	1483	503550	0.988309	310216	0.182314	0.295937	0.005681	Gammaproteobacteria	1236	5551888	0.089636	5900	3503	0.988283	[0.987423-0.989194]	0.182314	316586	1701546	1.623224	0.979879	2.117790	0.000000	0.295937	0.005681		species	1	0	
order	Acidiferrobacterales	1692040	989	561557	0.987775	386407	0.199271	0.289597	0.005559	Gammaproteobacteria	1236	3766451	0.147266	6886	4170	0.987738	[0.986999-0.98855]	0.199271	403211	1939101	1.453279	0.958325	2.004566	0.000000	0.289597	0.005559		species	1	0	
order	Sporichthyales	2495578	1747	674723	0.986988	433033	0.176720	0.275353	0.005286	Actinomycetes	1760	6424333	0.103655	8807	5297	0.986947	[0.986186-0.987791]	0.176720	441212	2450392	1.558133	0.981462	2.158396	0.000000	0.275353	0.005286		species	1	0	
order	Thiotrichales	72273	839	420228	0.988223	307655	0.188057	0.256946	0.004933	Gammaproteobacteria	1236	3261127	0.127336	4969	3009	0.988196	[0.987344-0.989102]	0.086308	335385	3564626	1.365907	0.917319	2.077865	0.000000	0.256946	0.004933		species	2	0	
order	Legionellales	118969	505	608597	0.986257	207595	0.064846	0.190106	0.003650	Gammaproteobacteria	1236	1924199	0.311961	8321	4985	0.986328	[0.984296-0.988219]	0.064846	209106	3201349	2.931655	0.992774	3.797516	0.000000	0.190106	0.003650		species	1	0	
order	Methylococcales	135618	995	510524	0.939527	13647	0.003345	0.161575	0.003102	Gammaproteobacteria	1236	3559204	0.141510	6861	4090	0.987425	[0.880232-0.998821]	0.001826	15326	7475643	37.409247	0.890448	17.261829	0.000000	0.161575	0.003102		species	2	0	
order	Cytophagales	768507	587	658083	0.986375	411242	0.089191	0.135901	0.002609	Cytophagia	768503	2210340	0.293681	8949	5346	0.986361	[0.985156-0.987594]	0.028943	488387	14208590	1.600233	0.842041	3.195610	0.000000	0.135901	0.002609		species	3	0	
order	Geobacterales	3031668	640	360471	0.986667	253984	0.052126	0.134546	0.002583	Desulfuromonadia	3031651	2425064	0.145127	8528	3037	0.986845	[0.984113-0.989222]	0.010299	271064	24660965	1.419267	0.936989	4.264308	0.000000	0.134546	0.002583		species	9	0	
order	Planctomycetales	112	972	752299	0.986546	645819	0.112712	0.131295	0.002521	Planctomycetia	203683	3501794	0.211933	10153	6103	0.986504	[0.985709-0.987382]	0.112712	705277	5729824	1.164876	0.915696	2.805741	0.000000	0.131295	0.002521		species	1	0	
order	Desulfobulbales	3024411	502	375172	0.987343	329076	0.106040	0.120893	0.002321	Desulfobulbia	3031451	2067491	0.179164	4752	2855	0.987334	[0.986172-0.988515]	0.106040	358025	3103333	1.140077	0.919143	2.903523	0.000000	0.120893	0.002321		species	1	0	
order	Oceanospirillales	135619	557	248520	0.987729	218628	0.053991	0.108988	0.002092	Gammaproteobacteria	1236	2147392	0.114058	3592	1914	0.987905	[0.98532-0.990139]	0.010324	243170	21176391	1.136725	0.899075	4.185892	0.000000	0.108988	0.002092		species	9	0	
