LEVEL	NAME	TAXID	READ_COUNT	TOTAL_BP_MAPPED	ANI_CI95	COVERED_SIG_LEN	BEST_SIG_COV	DEPTH	REL_ABUNDANCE
phylum	Euryarchaeota	28890	605690	38951827	0.987597	1170423	0.202850	28.242589	0.000006
phylum	Fibrobacterota	65842	1444870	97232119	0.925551	17910	0.004957	26.910065	0.000005
phylum	Beihai picorna-like virus 77 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Beihai picorna-like virus 77 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	2664	227651	0.916777	1383	0.159755	26.296754	0.000005
phylum	Sewage-associated circular DNA molecule-1 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Sewage-associated circular DNA molecule-1 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	180	22173	0.975299	915	0.978610	23.714439	0.000005
phylum	Wenzhou tombus-like virus 3 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Wenzhou tombus-like virus 3 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	913	66576	0.917033	1423	0.504252	23.591779	0.000005
phylum	Changjiang crawfish virus 1 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Changjiang crawfish virus 1 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	1648	200356	0.937603	6141	0.693898	22.639096	0.000004
phylum	Tobacco ringspot virus satellite RNA - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Tobacco ringspot virus satellite RNA - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	56	6661	0.963703	306	0.974522	21.213376	0.000004
phylum	Sewage-associated circular DNA virus-30 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Sewage-associated circular DNA virus-30 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	427	54441	0.938418	1607	0.620463	21.019691	0.000004
phylum	Cressdnaviricota	2732416	448	41219	0.985935	9095	0.651700	20.853217	0.000004
phylum	Thermodesulfobacteriota	200940	425623	30574021	0.989292	3098470	1.000000	18.618584	0.000004
phylum	Shahe picorna-like virus 11 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Shahe picorna-like virus 11 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	1277	167236	0.936334	6264	0.695382	18.565275	0.000004
phylum	Hubei leech virus 2 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei leech virus 2 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	1226	157567	0.950101	4698	0.530248	17.784086	0.000003
phylum	Hubei tombus-like virus 5 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei tombus-like virus 5 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	554	51820	0.952201	2878	0.940830	16.940177	0.000003
phylum	Changjiang narna-like virus 3 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Changjiang narna-like virus 3 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	571	58555	0.943344	2818	0.770156	16.003006	0.000003
phylum	Bdellovibrionota	3018035	942175	54965765	0.975174	135878	0.010521	15.605666	0.000003
phylum	Hubei sobemo-like virus 2 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei sobemo-like virus 2 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	429	56939	0.943263	2995	0.710726	13.511865	0.000003
phylum	Fusobacteriota	32066	772685	33693866	0.993445	179027	0.035329	12.035434	0.000002
phylum	Sanxia narna-like virus 1 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Sanxia narna-like virus 1 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	334	40314	0.913466	685	0.189383	11.145701	0.000002
phylum	Human feces pecovirus - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Human feces pecovirus - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	227	30133	0.964725	2104	0.749822	10.738774	0.000002
phylum	Wuhan insect virus 11 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Wuhan insect virus 11 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	931	94625	0.918664	1593	0.165506	9.831169	0.000002
phylum	Peanut stunt virus satellite RNA - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Peanut stunt virus satellite RNA - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	28	3714	0.960969	318	0.809160	9.450382	0.000002
phylum	Verrucomicrobiota	74201	384143	19608977	0.988847	654873	0.121168	7.913298	0.000002
phylum	Oyster mushroom spherical virus - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Oyster mushroom spherical virus - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	340	43032	0.938249	2983	0.534971	7.717360	0.000002
phylum	Changjiang tombus-like virus 8 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Changjiang tombus-like virus 8 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	808	31634	0.835895	199	0.045705	7.265503	0.000001
phylum	Hubei arthropod virus 3 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei arthropod virus 3 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	488	67806	0.945939	6100	0.635814	7.067542	0.000001
phylum	Hubei picorna-like virus 15 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei picorna-like virus 15 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	518	64974	0.925062	6293	0.665503	6.871193	0.000001
phylum	Candidatus Babeliae - no_p_rank	Candidatus Babeliae - no_p_rank	136369	6955762	0.845312	4951	0.003940	6.473666	0.000001
phylum	Shahe picorna-like virus 4 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Shahe picorna-like virus 4 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	451	55278	0.946532	4139	0.475146	6.345770	0.000001
phylum	Hubei tombus-like virus 4 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei tombus-like virus 4 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	209	23399	0.919250	2679	0.707981	6.183668	0.000001
phylum	Hubei tombus-like virus 8 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei tombus-like virus 8 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	238	24948	0.891719	998	0.231985	5.799163	0.000001
phylum	Hubei tombus-like virus 3 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei tombus-like virus 3 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	203	19430	0.890581	595	0.165969	5.419805	0.000001
phylum	Candidatus Saccharibacteria	95818	99791	5010263	0.967042	53956	0.021606	5.299487	0.000001
phylum	Elicom virus 1 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Elicom virus 1 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	238	33539	0.970925	4299	0.615903	4.805014	0.000001
phylum	Shahe picorna-like virus 9 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Shahe picorna-like virus 9 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	330	43465	0.943692	5568	0.615181	4.802232	0.000001
phylum	Candidatus Thermoplasmatota	2283796	97361	7112571	0.978052	47261	0.018373	4.247771	0.000001
phylum	Shahe picorna-like virus 8 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Shahe picorna-like virus 8 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	253	34695	0.947984	4730	0.557717	4.090909	0.000001
phylum	Hudisavirus sp. - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hudisavirus sp. - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	108	9130	0.929178	846	0.351621	3.794680	0.000001
phylum	Hubei picorna-like virus 2 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei picorna-like virus 2 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	1014	34055	0.919028	457	0.050688	3.777174	0.000001
phylum	Candidatus Cloacimonadota	456828	98976	7731702	0.975411	360142	0.170333	3.656785	0.000001
phylum	Chloroflexota	200795	234216	11587508	0.993275	95862	0.015488	3.638378	0.000001
phylum	Hubei tombus-like virus 1 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei tombus-like virus 1 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	247	16829	0.945241	1134	0.212280	3.150318	0.000001
phylum	Wenzhou shrimp virus 8 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Wenzhou shrimp virus 8 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	261	31792	0.947851	5575	0.540109	3.080023	0.000001
phylum	Hubei picorna-like virus 5 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei picorna-like virus 5 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	215	25882	0.944167	4141	0.480227	3.001508	0.000001
phylum	Wenzhou picorna-like virus 32 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Wenzhou picorna-like virus 32 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	625	25246	0.583391	84	0.009204	2.766382	0.000001
phylum	Avsunviroidae - no_o_rank - no_c_rank - no_p_rank	Avsunviroidae - no_o_rank - no_c_rank - no_p_rank	11	1109	0.914020	238	0.580488	2.704878	0.000001
phylum	Myxococcota	2818505	350821	15496096	0.949461	122842	0.005562	2.495638	0.000000
phylum	Hubei tombus-like virus 6 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei tombus-like virus 6 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	80	8378	0.887201	800	0.212202	2.222281	0.000000
phylum	Acidobacteriota	57723	65159	3995196	0.971438	76845	0.012209	2.156856	0.000000
phylum	Shahe picorna-like virus 5 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Shahe picorna-like virus 5 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	131	18036	0.952798	3518	0.414614	2.125633	0.000000
phylum	Hubei picorna-like virus 24 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei picorna-like virus 24 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	237	16757	0.569360	80	0.009725	2.037078	0.000000
phylum	Hofneiviricota	2732410	72	9036	0.981649	1684	0.202403	2.021267	0.000000
phylum	Hubei picorna-like virus 21 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei picorna-like virus 21 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	131	18197	0.959243	4243	0.464426	1.991791	0.000000
phylum	Wuhan arthropod virus 2 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Wuhan arthropod virus 2 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	501	18301	0.537573	55	0.005745	1.911731	0.000000
phylum	Hubei picorna-like virus 51 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei picorna-like virus 51 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	116	16420	0.969871	4430	0.509488	1.888442	0.000000
phylum	Phixviricota	2732412	71	7138	0.965932	1990	0.286333	1.857895	0.000000
phylum	Changjiang picorna-like virus 3 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Changjiang picorna-like virus 3 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	120	16109	0.958930	3501	0.389823	1.793676	0.000000
phylum	Shahe picorna-like virus 2 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Shahe picorna-like virus 2 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	534	16179	0.655323	126	0.013786	1.770131	0.000000
phylum	Changjiang narna-like virus 4 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Changjiang narna-like virus 4 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	59	6003	0.909393	918	0.248175	1.622871	0.000000
phylum	Hubei picorna-like virus 22 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei picorna-like virus 22 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	96	12864	0.938765	2562	0.318657	1.600000	0.000000
phylum	Mycoplasmatota	544448	43538	1753889	0.926435	25710	0.004452	1.516016	0.000000
phylum	Picalivirus A - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Picalivirus A - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	95	13199	0.962302	3008	0.339427	1.489393	0.000000
phylum	Pospiviroidae - no_o_rank - no_c_rank - no_p_rank	Pospiviroidae - no_o_rank - no_c_rank - no_p_rank	4	340	0.962395	177	0.554585	1.488525	0.000000
phylum	Drosophila A virus - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Drosophila A virus - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	52	6840	0.956957	1151	0.244426	1.452538	0.000000
phylum	Shahe picorna-like virus 10 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Shahe picorna-like virus 10 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	83	11745	0.931947	2556	0.315322	1.448927	0.000000
phylum	Wenzhou picorna-like virus 40 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Wenzhou picorna-like virus 40 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	162	12001	0.871524	646	0.077328	1.436557	0.000000
phylum	Changjiang narna-like virus 2 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Changjiang narna-like virus 2 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	163	6810	0.919257	352	0.073748	1.426776	0.000000
phylum	Beihai permutotetra-like virus 2 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Beihai permutotetra-like virus 2 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	48	5976	0.937077	630	0.149715	1.420152	0.000000
phylum	Circovirus-like genome RW-C - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Circovirus-like genome RW-C - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	18	2081	0.952200	281	0.187458	1.388259	0.000000
phylum	Beihai picorna-like virus 49 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Beihai picorna-like virus 49 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	207	11441	0.880192	456	0.055246	1.386116	0.000000
phylum	Sewage-associated circular DNA virus-28 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Sewage-associated circular DNA virus-28 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	30	3127	0.901942	306	0.127713	1.305092	0.000000
phylum	Salmovirus WFRC1 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Salmovirus WFRC1 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	40	5827	0.986584	1251	0.277199	1.291159	0.000000
phylum	Beihai picorna-like virus 21 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Beihai picorna-like virus 21 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	270	10952	0.534230	52	0.006038	1.271714	0.000000
phylum	Hubei leech virus 4 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei leech virus 4 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	193	10074	0.868746	412	0.051199	1.251895	0.000000
phylum	Wenzhou channeled applesnail virus 2 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Wenzhou channeled applesnail virus 2 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	123	12237	0.862337	506	0.049241	1.190833	0.000000
phylum	Candidatus Lokiarchaeota	1655434	48018	4820644	0.693122	3484	0.000854	1.181112	0.000000
phylum	Changjiang tombus-like virus 7 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Changjiang tombus-like virus 7 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	59	4337	0.931099	702	0.185862	1.148266	0.000000
phylum	Shahe isopoda virus 5 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Shahe isopoda virus 5 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	54	4813	0.860532	894	0.210303	1.132204	0.000000
phylum	Sclerophthora macrospora virus B - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Sclerophthora macrospora virus B - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	45	6089	0.942407	1457	0.269915	1.128010	0.000000
phylum	Trichomonas vaginalis virus dsRNA satellite S1prime - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Trichomonas vaginalis virus dsRNA satellite S1prime - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	4	598	0.884483	295	0.554511	1.124060	0.000000
phylum	Changjiang picorna-like virus 7 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Changjiang picorna-like virus 7 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	78	9105	0.954496	2597	0.317249	1.112265	0.000000
phylum	Artverviricota	2732409	46	3557	0.865725	699	0.115541	1.092717	0.000000
phylum	Sanxia picorna-like virus 5 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Sanxia picorna-like virus 5 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	134	9120	0.915779	840	0.097936	1.063309	0.000000
phylum	Hubei picorna-like virus 4 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei picorna-like virus 4 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	194	9057	0.552775	66	0.007692	1.055594	0.000000
phylum	Cucurbit aphid borne yellows virus associated RNA - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Cucurbit aphid borne yellows virus associated RNA - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	18	2572	0.935243	534	0.205464	0.989611	0.000000
phylum	Changjiang tombus-like virus 14 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Changjiang tombus-like virus 14 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	32	3349	0.941191	848	0.249706	0.986160	0.000000
phylum	Changjiang picorna-like virus 1 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Changjiang picorna-like virus 1 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	83	8506	0.891087	731	0.084440	0.982557	0.000000
phylum	Beihai picorna-like virus 45 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Beihai picorna-like virus 45 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	74	5837	0.633770	104	0.017342	0.973320	0.000000
phylum	Elusimicrobiota	74152	21142	1461974	0.556805	1818	0.000601	0.971456	0.000000
phylum	Shahe heteroptera virus 4 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Shahe heteroptera virus 4 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	114	8021	0.804124	267	0.031691	0.952047	0.000000
phylum	Hubei tombus-like virus 12 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei tombus-like virus 12 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	72	2233	0.549548	32	0.013218	0.922346	0.000000
phylum	Preplasmiviricota	2732008	122	13712	0.945709	3605	0.094340	0.919455	0.000000
phylum	Shahe picorna-like virus 13 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Shahe picorna-like virus 13 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	106	7817	0.870429	516	0.059529	0.901823	0.000000
phylum	Chimeric virus 14 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Chimeric virus 14 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	20	2570	0.956994	427	0.141438	0.851275	0.000000
phylum	Hubei virga-like virus 11 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Hubei virga-like virus 11 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	36	5069	0.975376	1790	0.297887	0.843568	0.000000
phylum	Sanxia picorna-like virus 12 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	Sanxia picorna-like virus 12 - no_g_rank - no_f_rank - no_o_rank - no_c_rank - no_p_rank	107	6977	0.813345	276	0.032783	0.828721	0.000000
